date,home_team,away_team,home_score,away_score,tournament,neutral
2022-12-09,Ecuador,Denmark,0,0,Nations League,0
2022-12-09,South Korea,Panama,2,0,UEFA Euro,0
2022-12-09,Wales,Iran,0,0,Friendly,1
2022-12-09,Sweden,Canada,2,0,Africa Cup of Nations,0
2022-12-09,Costa Rica,Chile,0,1,Friendly,1
2022-12-09,Qatar,Morocco,3,0,Africa Cup of Nations,0
2022-12-09,Algeria,Argentina,2,2,Nations League,0
2022-12-09,Argentina,Denmark,1,0,UEFA Euro,1
2022-12-09,Netherlands,Japan,2,0,Africa Cup of Nations,0
2022-12-09,Costa Rica,Spain,0,1,UEFA Euro,1
2022-12-09,Ukraine,Argentina,0,1,Africa Cup of Nations,0
2022-12-09,Portugal,USA,2,3,Copa America,1
2022-12-09,Brazil,Turkey,2,0,Nations League,1
2022-12-09,Peru,Croatia,5,4,Copa America,1
2022-12-09,Egypt,Colombia,4,0,Nations League,0
2022-12-09,Cameroon,New Zealand,0,0,UEFA Euro,0
2022-12-09,Panama,Spain,1,0,Copa America,0
2022-12-09,Poland,Sweden,0,1,UEFA Euro,1
2022-12-09,Turkey,France,0,1,UEFA Euro,0
2022-12-09,Peru,Portugal,0,2,UEFA Euro,0
2022-12-09,Austria,Wales,3,3,Africa Cup of Nations,0
2022-12-25,Peru,Ecuador,2,0,UEFA Euro,0
2022-12-25,Nigeria,Cameroon,0,0,Copa America,0
2022-12-25,South Korea,Canada,0,0,Friendly,0
2022-12-25,Colombia,Morocco,1,5,Africa Cup of Nations,0
2022-12-25,Netherlands,Egypt,4,0,World Cup Qualification,1
2022-12-25,Turkey,South Africa,1,0,Friendly,1
2022-12-25,Morocco,Colombia,1,0,AFC Asian Cup,0
2022-12-25,Egypt,New Zealand,3,0,Africa Cup of Nations,0
2022-12-25,USA,Iran,0,2,Nations League,1
2022-12-25,Canada,Iraq,2,0,Friendly,0
2022-12-25,Peru,Nigeria,0,0,Nations League,0
2022-12-25,Iran,Chile,0,3,Copa America,1
2022-12-25,Germany,Poland,1,2,World Cup Qualification,1
2022-12-25,Chile,Ecuador,3,2,Africa Cup of Nations,0
2022-12-25,Senegal,Colombia,0,2,AFC Asian Cup,1
2022-12-25,Panama,Switzerland,0,0,UEFA Euro,0
2022-12-25,Senegal,Ukraine,0,0,Nations League,0
2022-12-25,Portugal,Saudi Arabia,0,0,UEFA Euro,1
2022-12-25,Austria,Saudi Arabia,0,0,Nations League,1
2022-12-25,Colombia,Ecuador,1,0,Africa Cup of Nations,0
2022-12-25,Poland,Chile,0,3,Copa America,0
2023-01-14,Mexico,Qatar,1,0,Copa America,0
2023-01-14,Australia,USA,1,2,World Cup Qualification,1
2023-01-14,Saudi Arabia,Ecuador,3,0,Africa Cup of Nations,0
2023-01-14,Qatar,Italy,0,3,Copa America,0
2023-01-14,Ecuador,Costa Rica,3,1,UEFA Euro,1
2023-01-14,Turkey,USA,0,0,Friendly,1
2023-01-14,Colombia,Sweden,0,1,UEFA Euro,1
2023-01-14,Jamaica,Austria,3,2,World Cup Qualification,0
2023-01-14,Nigeria,Ghana,2,0,Friendly,0
2023-01-14,Germany,Tunisia,0,0,Nations League,1
2023-01-14,Australia,Iran,0,1,UEFA Euro,1
2023-01-14,Sweden,South Korea,3,2,Friendly,0
2023-01-14,Portugal,England,0,3,World Cup Qualification,1
2023-01-14,Tunisia,Australia,0,0,UEFA Euro,1
2023-01-14,Switzerland,Italy,2,3,Africa Cup of Nations,0
2023-01-14,USA,Saudi Arabia,1,0,AFC Asian Cup,1
2023-01-14,Colombia,South Africa,0,0,Friendly,1
2023-01-25,Panama,South Korea,0,3,AFC Asian Cup,1
2023-01-25,Canada,Cameroon,0,4,Friendly,1
2023-01-25,Italy,Morocco,2,0,Nations League,0
2023-01-25,Denmark,Ukraine,2,0,Copa America,0
2023-01-25,Tunisia,Ukraine,0,0,Nations League,1
2023-01-25,Croatia,Poland,1,2,Nations League,0
2023-01-25,Netherlands,Turkey,0,0,AFC Asian Cup,1
2023-01-25,Turkey,Canada,0,0,Nations League,1
2023-01-25,Switzerland,Austria,1,4,AFC Asian Cup,0
2023-01-25,Qatar,Ghana,0,4,World Cup Qualification,0
2023-02-08,Poland,Chile,1,2,AFC Asian Cup,0
2023-02-08,Croatia,Ukraine,0,0,Africa Cup of Nations,1
2023-02-08,South Africa,Iran,0,3,Friendly,0
2023-02-08,Ecuador,Japan,1,1,Friendly,1
2023-02-08,England,Tunisia,1,0,World Cup Qualification,0
2023-02-08,Uruguay,Switzerland,1,0,UEFA Euro,0
2023-02-08,Peru,Ukraine,3,2,Copa America,1
2023-02-08,Ghana,France,0,0,AFC Asian Cup,0
2023-02-08,Sweden,Mexico,3,0,Africa Cup of Nations,1
2023-02-08,Saudi Arabia,Colombia,0,0,AFC Asian Cup,1
2023-02-08,Tunisia,Spain,0,0,Copa America,0
2023-02-08,Senegal,Denmark,1,0,UEFA Euro,1
2023-02-08,Nigeria,Jamaica,0,0,AFC Asian Cup,0
2023-02-08,France,Croatia,1,0,UEFA Euro,1
2023-02-08,Japan,Poland,0,0,Friendly,0
2023-02-08,Turkey,Poland,1,1,Africa Cup of Nations,1
2023-02-08,South Korea,Belgium,0,3,World Cup Qualification,1
2023-02-08,Nigeria,Germany,2,0,Friendly,0
2023-02-08,Panama,Algeria,1,0,UEFA Euro,1
2023-02-08,Canada,Italy,1,0,Copa America,0
2023-03-01,Nigeria,New Zealand,2,0,Copa America,1
2023-03-01,Argentina,Ecuador,0,0,Nations League,1
2023-03-01,Egypt,New Zealand,1,0,UEFA Euro,0
2023-03-01,Nigeria,Argentina,0,1,World Cup Qualification,0
2023-03-01,Cameroon,Ghana,1,0,Nations League,1
2023-03-01,Canada,Australia,0,0,AFC Asian Cup,0
2023-03-01,Qatar,Peru,1,0,Africa Cup of Nations,1
2023-03-01,England,Turkey,2,1,UEFA Euro,0
2023-03-01,USA,Japan,1,0,World Cup Qualification,0
2023-03-01,Algeria,New Zealand,1,0,Friendly,0
2023-03-01,Sweden,Portugal,0,0,Africa Cup of Nations,1
2023-03-01,Qatar,South Africa,2,2,AFC Asian Cup,1
2023-03-01,Belgium,Algeria,2,0,Africa Cup of Nations,0
2023-03-01,Qatar,Egypt,2,4,World Cup Qualification,0
2023-03-01,France,Australia,0,0,Friendly,1
2023-03-01,USA,Argentina,0,0,Nations League,1
2023-03-01,Spain,Ukraine,1,2,Nations League,0
2023-03-01,South Africa,Jamaica,4,1,Nations League,0
2023-03-01,Senegal,Brazil,0,0,UEFA Euro,0
2023-03-01,Costa Rica,Germany,3,0,AFC Asian Cup,1
2023-03-01,Portugal,Senegal,1,0,Friendly,0
2023-03-15,Australia,Peru,0,2,UEFA Euro,0
2023-03-15,Peru,Italy,0,1,AFC Asian Cup,0
2023-03-15,Uzbekistan,Italy,2,0,Copa America,1
2023-03-15,Belgium,Netherlands,2,0,Nations League,1
2023-03-15,Ecuador,Nigeria,2,2,Friendly,1
2023-03-15,Morocco,Costa Rica,1,1,Copa America,0
2023-03-15,Ghana,Wales,2,2,World Cup Qualification,0
2023-03-15,Ecuador,Italy,0,0,Nations League,0
2023-03-15,Nigeria,Netherlands,1,3,World Cup Qualification,0
2023-03-15,Netherlands,Denmark,1,4,UEFA Euro,0
2023-03-15,Argentina,Morocco,1,0,Africa Cup of Nations,0
2023-03-15,Uzbekistan,Poland,1,0,World Cup Qualification,1
2023-03-15,South Africa,Ukraine,3,2,UEFA Euro,0
2023-03-15,Ecuador,Uruguay,4,3,AFC Asian Cup,1
2023-03-15,South Africa,Colombia,5,2,Copa America,0
2023-03-15,Nigeria,Colombia,3,1,Africa Cup of Nations,0
2023-03-15,Portugal,Chile,0,2,Copa America,0
2023-03-15,Netherlands,Portugal,1,0,World Cup Qualification,0
2023-03-15,Mexico,Uzbekistan,1,0,UEFA Euro,0
2023-03-15,Tunisia,Japan,0,1,Nations League,0
2023-03-15,USA,Panama,3,3,UEFA Euro,0
2023-03-15,USA,Mexico,0,0,UEFA Euro,1
2023-03-15,England,Netherlands,0,0,AFC Asian Cup,1
2023-03-15,Germany,USA,3,0,Friendly,0
2023-03-15,Spain,Chile,2,0,World Cup Qualification,1
2023-04-09,France,Egypt,4,0,AFC Asian Cup,1
2023-04-09,England,Panama,2,0,World Cup Qualification,1
2023-04-09,Iran,Argentina,0,0,Africa Cup of Nations,0
2023-04-09,Portugal,Ukraine,3,0,Africa Cup of Nations,0
2023-04-09,Japan,Nigeria,1,0,AFC Asian Cup,0
2023-04-09,Brazil,South Korea,0,0,Africa Cup of Nations,0
2023-04-09,Brazil,Morocco,0,2,AFC Asian Cup,1
2023-04-09,Peru,England,0,1,Africa Cup of Nations,0
2023-04-09,USA,Cameroon,2,0,Africa Cup of Nations,0
2023-04-09,Mexico,Iraq,2,0,AFC Asian Cup,0
2023-04-09,Egypt,Chile,0,3,AFC Asian Cup,1
2023-04-09,South Korea,Iraq,0,0,AFC Asian Cup,1
2023-04-09,Chile,Saudi Arabia,0,0,Friendly,1
2023-04-09,Austria,Italy,1,1,Copa America,0
2023-04-09,Switzerland,Chile,1,4,Africa Cup of Nations,0
2023-04-09,England,Croatia,1,0,AFC Asian Cup,1
2023-04-09,Saudi Arabia,Egypt,1,2,World Cup Qualification,0
2023-04-09,Tunisia,Ukraine,4,0,Copa America,1
2023-04-09,Senegal,Morocco,3,0,Friendly,1
2023-04-09,Iraq,Australia,0,3,UEFA Euro,1
2023-04-21,Iran,Ghana,2,1,World Cup Qualification,1
2023-04-21,Egypt,South Korea,3,0,Friendly,0
2023-04-21,Sweden,Costa Rica,1,2,World Cup Qualification,0
2023-04-21,Iraq,Qatar,0,0,Friendly,0
2023-04-21,Panama,Cameroon,4,0,Africa Cup of Nations,0
2023-04-21,Morocco,Canada,3,1,World Cup Qualification,0
2023-04-21,South Africa,Argentina,2,0,AFC Asian Cup,0
2023-04-21,Ghana,Morocco,0,1,UEFA Euro,1
2023-04-21,Qatar,Belgium,0,2,AFC Asian Cup,0
2023-04-21,Tunisia,Ecuador,0,2,World Cup Qualification,1
2023-04-21,USA,Qatar,0,0,Africa Cup of Nations,1
2023-05-11,USA,Japan,0,2,AFC Asian Cup,1
2023-05-11,Tunisia,Mexico,0,1,Copa America,1
2023-05-11,France,Turkey,3,0,Friendly,1
2023-05-11,Iraq,Colombia,0,0,Nations League,0
2023-05-11,USA,Jamaica,1,0,World Cup Qualification,1
2023-05-11,Denmark,Peru,0,1,Copa America,0
2023-05-11,Turkey,Mexico,0,0,Friendly,0
2023-05-11,Croatia,Egypt,0,1,Africa Cup of Nations,1
2023-05-11,Peru,New Zealand,3,0,AFC Asian Cup,0
2023-05-11,Saudi Arabia,Ecuador,3,2,Nations League,1
2023-05-11,Austria,Nigeria,2,0,World Cup Qualification,1
2023-05-11,Iran,Wales,0,0,UEFA Euro,1
2023-05-11,Australia,Croatia,0,0,Nations League,1
2023-05-11,England,Costa Rica,1,0,Friendly,0
2023-05-11,Uruguay,Peru,0,0,World Cup Qualification,0
2023-05-11,Canada,Switzerland,1,2,Copa America,1
2023-05-11,Colombia,Egypt,0,2,Nations League,0
2023-05-11,Saudi Arabia,Netherlands,3,2,Copa America,1
2023-05-11,Spain,Australia,3,2,UEFA Euro,0
2023-05-11,Argentina,Tunisia,0,2,World Cup Qualification,1
2023-05-11,Canada,Costa Rica,0,0,Copa America,1
2023-05-11,England,South Korea,2,0,AFC Asian Cup,0
2023-05-11,Canada,Portugal,0,2,AFC Asian Cup,0
2023-05-11,Saudi Arabia,New Zealand,2,1,Nations League,0
2023-05-11,Ghana,Belgium,3,0,UEFA Euro,1
2023-05-29,Egypt,Uruguay,2,1,Friendly,1
2023-05-29,Senegal,Mexico,3,1,AFC Asian Cup,1
2023-05-29,Canada,Jamaica,2,0,Africa Cup of Nations,0
2023-05-29,South Africa,Egypt,0,2,Copa America,1
2023-05-29,Poland,Portugal,3,1,Nations League,0
2023-05-29,Mexico,Netherlands,0,3,AFC Asian Cup,0
2023-05-29,Turkey,Costa Rica,0,3,UEFA Euro,0
2023-05-29,France,Brazil,3,0,Copa America,1
2023-05-29,Netherlands,Sweden,5,3,Friendly,1
2023-05-29,Belgium,Brazil,0,2,Africa Cup of Nations,0
2023-05-29,France,Saudi Arabia,3,0,Copa America,1
2023-06-14,Switzerland,Australia,1,0,Friendly,0
2023-06-14,Mexico,USA,0,0,AFC Asian Cup,1
2023-06-14,Panama,Colombia,0,1,Copa America,0
2023-06-14,Japan,Mexico,1,0,Africa Cup of Nations,1
2023-06-14,Turkey,Chile,1,4,AFC Asian Cup,0
2023-06-14,Poland,Uruguay,4,0,Nations League,1
2023-06-14,Portugal,Germany,2,0,Friendly,0
2023-06-14,France,Cameroon,3,0,Nations League,1
2023-06-14,Saudi Arabia,Turkey,2,0,World Cup Qualification,1
2023-06-14,Sweden,Saudi Arabia,3,0,World Cup Qualification,0
2023-06-14,Germany,Iran,3,0,Friendly,1
2023-07-06,Uzbekistan,Germany,0,0,Nations League,0
2023-07-06,Ghana,South Korea,1,1,Friendly,0
2023-07-06,Chile,Belgium,0,1,Friendly,1
2023-07-06,Iran,Mexico,0,0,AFC Asian Cup,1
2023-07-06,Chile,Turkey,0,3,Copa America,1
2023-07-06,Chile,Uzbekistan,0,0,Africa Cup of Nations,0
2023-07-06,USA,Tunisia,2,0,World Cup Qualification,1
2023-07-06,Ghana,France,1,1,Africa Cup of Nations,0
2023-07-06,Portugal,Japan,0,0,Friendly,1
2023-07-06,England,Sweden,3,0,Copa America,0
2023-07-06,Tunisia,Ukraine,1,0,Nations League,0
2023-07-06,Switzerland,Egypt,1,0,Copa America,1
2023-07-06,Saudi Arabia,Italy,1,0,Africa Cup of Nations,0
2023-07-06,Chile,Saudi Arabia,3,0,Friendly,0
2023-07-06,Tunisia,Qatar,1,2,Nations League,0
2023-07-06,Morocco,Germany,0,1,Africa Cup of Nations,0
2023-07-06,Argentina,Chile,3,1,Friendly,1
2023-07-06,Poland,Morocco,0,2,Friendly,1
2023-07-06,Tunisia,Senegal,0,0,Africa Cup of Nations,0
2023-07-06,Ghana,Denmark,0,0,Copa America,0
2023-07-06,Saudi Arabia,South Korea,4,2,Copa America,0
2023-07-06,Sweden,Australia,0,1,AFC Asian Cup,0
2023-07-06,Brazil,Peru,2,3,Friendly,1
2023-07-06,Saudi Arabia,South Africa,5,2,UEFA Euro,1
2023-07-06,Ecuador,Austria,0,0,UEFA Euro,0
2023-07-18,Netherlands,Germany,1,3,World Cup Qualification,0
2023-07-18,Chile,Algeria,1,1,Friendly,1
2023-07-18,Iran,Denmark,3,0,AFC Asian Cup,1
2023-07-18,Spain,Ukraine,3,1,Nations League,0
2023-07-18,England,South Korea,1,0,Africa Cup of Nations,0
2023-07-18,Poland,Canada,1,0,Copa America,0
2023-07-18,Uruguay,Turkey,1,2,AFC Asian Cup,1
2023-07-18,Cameroon,South Korea,4,0,Copa America,0
2023-07-18,Nigeria,Tunisia,0,1,UEFA Euro,1
2023-07-18,Tunisia,Uzbekistan,3,1,World Cup Qualification,1
2023-07-18,Peru,Argentina,0,3,Africa Cup of Nations,1
2023-07-18,Uzbekistan,Egypt,2,0,Nations League,0
2023-07-18,Algeria,Poland,3,1,Copa America,0
2023-07-18,Panama,Denmark,1,0,AFC Asian Cup,1
2023-07-18,Algeria,Brazil,1,4,Nations League,1
2023-07-18,Mexico,Brazil,3,3,Friendly,0
2023-07-18,Mexico,Croatia,0,0,Nations League,0
2023-07-18,Nigeria,Italy,0,2,World Cup Qualification,0
2023-07-18,Switzerland,France,1,1,Africa Cup of Nations,0
2023-07-18,Germany,Denmark,2,4,AFC Asian Cup,0
2023-08-11,Ukraine,Iran,0,0,World Cup Qualification,1
2023-08-11,New Zealand,Colombia,0,0,Africa Cup of Nations,0
2023-08-11,Iran,Ukraine,0,0,Africa Cup of Nations,1
2023-08-11,Egypt,Portugal,2,0,World Cup Qualification,0
2023-08-11,Netherlands,Portugal,1,3,Nations League,0
2023-08-11,Sweden,Poland,3,0,AFC Asian Cup,0
2023-08-11,Ecuador,South Africa,0,2,AFC Asian Cup,1
2023-08-11,Panama,Germany,3,1,Friendly,0
2023-08-11,Wales,Denmark,1,3,AFC Asian Cup,1
2023-08-11,Qatar,Australia,0,0,Friendly,1
2023-08-11,Algeria,USA,2,0,AFC Asian Cup,0
2023-08-11,Egypt,Nigeria,0,3,Nations League,1
2023-08-11,Uzbekistan,Wales,2,3,UEFA Euro,1
2023-08-11,Colombia,Japan,3,0,UEFA Euro,1
2023-08-11,Switzerland,Canada,1,0,Nations League,0
2023-08-11,USA,Tunisia,2,0,Copa America,0
2023-08-11,Denmark,Costa Rica,0,3,AFC Asian Cup,1
2023-08-11,Tunisia,Saudi Arabia,1,0,Friendly,1
2023-08-22,Croatia,Egypt,1,0,Copa America,0
2023-08-22,Portugal,New Zealand,2,0,Africa Cup of Nations,0
2023-08-22,Peru,USA,1,1,UEFA Euro,0
2023-08-22,Turkey,Iraq,1,0,World Cup Qualification,0
2023-08-22,Uruguay,Italy,0,1,UEFA Euro,1
2023-08-22,Saudi Arabia,New Zealand,3,0,Friendly,0
2023-08-22,Japan,Uruguay,0,0,AFC Asian Cup,0
2023-08-22,Iran,Qatar,0,0,Copa America,1
2023-08-22,Poland,Iraq,0,2,UEFA Euro,0
2023-08-22,Senegal,Australia,2,3,AFC Asian Cup,0
2023-08-22,Peru,Jamaica,3,0,AFC Asian Cup,0
2023-08-22,Italy,Turkey,0,0,UEFA Euro,0
2023-08-22,Iran,Peru,0,0,Africa Cup of Nations,0
2023-08-22,Denmark,Netherlands,1,0,Copa America,0
2023-08-22,Tunisia,Saudi Arabia,1,1,UEFA Euro,1
2023-08-22,Qatar,Ecuador,0,0,UEFA Euro,1
2023-08-22,USA,Chile,3,2,Friendly,1
2023-08-22,Ghana,Germany,0,0,Africa Cup of Nations,1
2023-08-22,Algeria,Brazil,0,1,AFC Asian Cup,1
2023-08-22,Turkey,Peru,0,0,Nations League,1
2023-08-22,Qatar,Austria,0,0,UEFA Euro,1
2023-09-12,South Korea,Spain,1,3,UEFA Euro,0
2023-09-12,Egypt,England,2,1,World Cup Qualification,1
2023-09-12,Iraq,South Africa,1,4,Nations League,1
2023-09-12,Denmark,South Africa,2,0,Copa America,1
2023-09-12,Algeria,Turkey,4,0,Copa America,0
2023-09-12,Mexico,Nigeria,2,2,Copa America,1
2023-09-12,Poland,Mexico,0,1,Friendly,1
2023-09-12,Ghana,Canada,0,3,AFC Asian Cup,0
2023-09-12,Uzbekistan,Qatar,2,0,Copa America,1
2023-09-12,Mexico,Germany,0,0,World Cup Qualification,1
2023-09-12,Ukraine,Poland,0,3,AFC Asian Cup,0
2023-09-12,Italy,Iraq,2,0,Friendly,0
2023-09-12,Turkey,Switzerland,1,0,World Cup Qualification,1
2023-09-22,Colombia,Argentina,0,0,Nations League,0
2023-09-22,England,Qatar,3,0,Copa America,1
2023-09-22,Belgium,Egypt,1,1,UEFA Euro,0
2023-09-22,Wales,Turkey,3,0,Africa Cup of Nations,1
2023-09-22,Jamaica,Uruguay,2,2,Nations League,0
2023-09-22,New Zealand,Iran,2,0,AFC Asian Cup,0
2023-09-22,Costa Rica,Sweden,0,0,Friendly,0
2023-09-22,Iraq,Egypt,0,3,AFC Asian Cup,0
2023-09-22,USA,Australia,0,0,World Cup Qualification,1
2023-09-22,Nigeria,Argentina,0,1,UEFA Euro,1
2023-09-22,Brazil,Argentina,0,0,UEFA Euro,0
2023-09-22,Cameroon,Japan,0,0,AFC Asian Cup,1
2023-09-22,Nigeria,South Korea,0,0,AFC Asian Cup,0
2023-09-22,Sweden,Netherlands,3,3,UEFA Euro,1
2023-09-22,Sweden,Panama,0,3,Copa America,1
2023-09-22,Canada,Germany,2,1,World Cup Qualification,0
2023-09-22,Sweden,Ghana,2,0,Africa Cup of Nations,0
2023-09-22,Nigeria,Iraq,0,0,World Cup Qualification,1
2023-09-22,Peru,Saudi Arabia,4,2,AFC Asian Cup,1
2023-10-11,Egypt,England,0,1,UEFA Euro,1
2023-10-11,South Korea,Australia,2,0,Nations League,1
2023-10-11,Canada,Tunisia,1,3,Africa Cup of Nations,1
2023-10-11,Saudi Arabia,Morocco,1,0,UEFA Euro,0
2023-10-11,Iran,Uruguay,0,0,World Cup Qualification,1
2023-10-11,Cameroon,Ukraine,3,0,Africa Cup of Nations,0
2023-10-11,Austria,Cameroon,0,0,AFC Asian Cup,0
2023-10-11,Cameroon,Colombia,3,2,Friendly,1
2023-10-11,Denmark,Argentina,3,0,World Cup Qualification,0
2023-10-11,Denmark,Cameroon,3,4,Copa America,1
2023-10-11,Nigeria,Austria,1,1,UEFA Euro,0
2023-10-11,Brazil,Cameroon,2,0,Copa America,1
2023-10-11,Sweden,Morocco,4,2,Africa Cup of Nations,1
2023-10-11,Italy,Netherlands,2,0,World Cup Qualification,0
2023-10-11,Chile,Wales,1,0,AFC Asian Cup,1
2023-10-11,Australia,New Zealand,0,0,Friendly,1
2023-10-11,Panama,Switzerland,0,0,UEFA Euro,0
2023-11-01,Jamaica,Italy,1,3,Copa America,0
2023-11-01,Uzbekistan,Canada,0,1,UEFA Euro,0
2023-11-01,Tunisia,Uruguay,0,1,World Cup Qualification,0
2023-11-01,Morocco,Mexico,0,0,UEFA Euro,0
2023-11-01,Egypt,Saudi Arabia,0,3,Friendly,1
2023-11-01,Portugal,Panama,1,0,Nations League,0
2023-11-01,Nigeria,Uzbekistan,1,0,Friendly,0
2023-11-01,Sweden,Colombia,2,3,UEFA Euro,0
2023-11-01,Switzerland,Austria,4,0,Friendly,0
2023-11-01,France,Cameroon,3,0,World Cup Qualification,1
2023-11-01,Uruguay,USA,3,1,AFC Asian Cup,0
2023-11-01,France,Germany,0,0,UEFA Euro,0
2023-11-01,Brazil,Costa Rica,2,3,Nations League,0
2023-11-01,Panama,France,1,1,Nations League,1
2023-11-01,Uzbekistan,Italy,0,1,UEFA Euro,1
2023-11-01,Iran,Tunisia,1,1,UEFA Euro,0
2023-11-01,Ukraine,Canada,1,0,UEFA Euro,0
2023-11-01,Turkey,Ghana,0,3,World Cup Qualification,1
2023-11-14,Ecuador,USA,0,2,World Cup Qualification,1
2023-11-14,Argentina,Egypt,1,0,Africa Cup of Nations,1
2023-11-14,Wales,Poland,1,4,AFC Asian Cup,1
2023-11-14,Ecuador,Senegal,4,0,UEFA Euro,1
2023-11-14,Japan,England,2,1,Nations League,0
2023-11-14,Ghana,Panama,1,0,Friendly,0
2023-11-14,Panama,Netherlands,0,0,Nations League,0
2023-11-14,Saudi Arabia,Uzbekistan,3,1,Nations League,1
2023-11-14,Australia,Belgium,3,2,Friendly,0
2023-11-14,Morocco,Argentina,0,3,Friendly,0
2023-11-14,USA,Nigeria,3,0,AFC Asian Cup,1
2023-11-14,Algeria,Ecuador,0,3,AFC Asian Cup,1
2023-12-09,England,Sweden,2,0,Friendly,1
2023-12-09,Ukraine,Senegal,1,0,World Cup Qualification,0
2023-12-09,Sweden,Qatar,2,0,Copa America,0
2023-12-09,Italy,Austria,1,3,Copa America,0
2023-12-09,Turkey,Qatar,0,0,Nations League,1
2023-12-09,South Korea,Canada,1,0,World Cup Qualification,0
2023-12-09,Ghana,Netherlands,2,1,World Cup Qualification,1
2023-12-09,South Korea,Japan,2,2,Friendly,1
2023-12-09,Argentina,Cameroon,0,0,AFC Asian Cup,1
2023-12-09,Switzerland,Colombia,0,0,Africa Cup of Nations,1
2023-12-09,Uzbekistan,Spain,0,2,Africa Cup of Nations,0
2023-12-09,Uruguay,Ecuador,3,1,Friendly,0
2023-12-09,Sweden,Cameroon,1,0,AFC Asian Cup,1
2023-12-09,Colombia,Egypt,0,0,Nations League,1
2023-12-28,Poland,Cameroon,3,1,UEFA Euro,1
2023-12-28,Nigeria,Costa Rica,1,0,UEFA Euro,0
2023-12-28,England,Germany,3,3,Nations League,1
2023-12-28,Austria,Senegal,3,0,Friendly,0
2023-12-28,Sweden,Turkey,0,0,AFC Asian Cup,0
2023-12-28,Ukraine,Spain,0,3,Nations League,0
2023-12-28,South Africa,Croatia,0,0,Nations League,0
2023-12-28,Croatia,Poland,0,0,AFC Asian Cup,1
2023-12-28,Iraq,Iran,0,2,Friendly,0
2023-12-28,Mexico,Spain,0,4,World Cup Qualification,0
2023-12-28,Ukraine,Chile,1,2,Nations League,1
2023-12-28,Morocco,Uruguay,0,1,Copa America,1
2023-12-28,Australia,Colombia,2,0,Friendly,0
2023-12-28,Iran,Argentina,0,2,AFC Asian Cup,1
2023-12-28,Chile,Argentina,0,0,World Cup Qualification,0
2023-12-28,Jamaica,Egypt,2,2,Africa Cup of Nations,1
2024-01-07,Costa Rica,Italy,2,0,Africa Cup of Nations,1
2024-01-07,Japan,France,3,1,World Cup Qualification,0
2024-01-07,Canada,Egypt,0,2,UEFA Euro,0
2024-01-07,Saudi Arabia,Denmark,1,2,Africa Cup of Nations,0
2024-01-07,Jamaica,Iran,0,0,AFC Asian Cup,1
2024-01-07,Argentina,Colombia,1,2,World Cup Qualification,1
2024-01-07,Sweden,Poland,3,2,Nations League,1
2024-01-07,Iraq,Poland,0,3,World Cup Qualification,1
2024-01-07,Austria,Brazil,0,1,World Cup Qualification,0
2024-01-07,Nigeria,Chile,2,0,Africa Cup of Nations,1
2024-01-07,Wales,Peru,2,0,Friendly,0
2024-01-07,USA,Sweden,0,0,World Cup Qualification,0
2024-01-07,Switzerland,Senegal,1,0,AFC Asian Cup,0
2024-01-07,Ghana,Denmark,0,0,Africa Cup of Nations,0
2024-01-07,Belgium,Austria,1,0,AFC Asian Cup,1
2024-01-07,France,Australia,1,0,Friendly,1
2024-01-07,Portugal,Iran,0,0,World Cup Qualification,0
2024-01-07,Ukraine,Peru,0,3,Friendly,0
2024-01-07,Spain,Tunisia,0,0,Copa America,0
2024-01-07,Qatar,Turkey,2,2,Africa Cup of Nations,0
2024-01-30,Nigeria,Ukraine,0,4,Copa America,1
2024-01-30,Brazil,Jamaica,3,2,AFC Asian Cup,0
2024-01-30,Poland,Mexico,2,1,Nations League,0
2024-01-30,Chile,South Africa,2,2,Nations League,1
2024-01-30,England,Colombia,3,2,AFC Asian Cup,1
2024-01-30,Senegal,Egypt,0,0,Friendly,0
2024-01-30,France,Uzbekistan,0,0,Friendly,1
2024-01-30,France,Netherlands,0,0,Africa Cup of Nations,1
2024-01-30,Saudi Arabia,Italy,0,0,UEFA Euro,1
2024-01-30,Ghana,South Africa,0,1,Copa America,1
2024-01-30,Peru,Poland,0,0,UEFA Euro,1
2024-01-30,Senegal,Canada,2,0,Friendly,0
2024-01-30,Cameroon,Nigeria,2,0,Africa Cup of Nations,1
2024-01-30,Belgium,France,1,0,UEFA Euro,0
2024-01-30,Turkey,Morocco,0,0,Friendly,0
2024-01-30,Belgium,New Zealand,3,1,AFC Asian Cup,0
2024-01-30,Qatar,Australia,0,2,World Cup Qualification,1
2024-01-30,Iraq,Denmark,0,0,Copa America,1
2024-01-30,USA,Panama,1,0,Nations League,1
2024-01-30,Canada,Egypt,0,0,World Cup Qualification,0
2024-01-30,Qatar,Switzerland,3,2,Friendly,0
2024-01-30,Panama,Jamaica,3,0,Friendly,1
2024-01-30,Netherlands,Morocco,1,2,Africa Cup of Nations,1
2024-02-12,Belgium,Iraq,1,2,Nations League,0
2024-02-12,Australia,New Zealand,1,0,AFC Asian Cup,1
2024-02-12,Costa Rica,Belgium,0,1,AFC Asian Cup,0
2024-02-12,Denmark,Austria,0,0,Africa Cup of Nations,0
2024-02-12,Denmark,Mexico,1,0,UEFA Euro,1
2024-02-12,Senegal,Algeria,0,0,UEFA Euro,0
2024-02-12,Qatar,England,2,0,Copa America,0
2024-02-12,Ghana,Uruguay,3,2,UEFA Euro,1
